"procedure_description"
"ABDOMINAL WALL, INGUINAL/FEMORAL HERNIA, BILATERAL HERNIORRHAPHY (MIS/OPEN) (SF820A)"
"ANUS, ANO-RECTAL PROLAPSE, RADICAL OPERATION WITHOUT RESECTION (SF828A)"
"HIP, AVASCULAR NECROSIS, CORE DECOMPRESSION WITH GRAFTING / BONE SUBSTITUTE / BONE CEMENT (SB827H)"
"Coronary Artery Bypass Graft with Endoscopic Vein Harvest (HD812HVH)"
"WRIST, SCAPHOID OR CARPUS, VASCULARISED BONE GRAFT"
"STOMACH, WEDGE RESECTION/STOMACH FOR BENIGN GASTRIC DISEASES  (SF707S)"
"Femur, Fracture, Open Reduction and Internal Fixation with Plate and Screws (SB811F)"
"ARTERY, VARIOUS LESIONS, ENDOVASCULAR STENT GRAFT / COVERED STENT PLACEMENT"
"OVARY, TUMOR/CYST, OOPHORECTOMY/SALPINGO-OOPHORECTOMY (SIMPLE)"
"SKIN AND  SUBCUTANEOUS TISSUE(EAR/NOSE/EYELID/FACE) COMPLEX LACERATIONS, REPAIR"
"Abd Cavity, Recurrent Abdominal Tu, Resection with Complete Abdominopelvic Peritonectomy and Hyperth"
"HAND, FLEXOR TENDON, TRIGGER FINGER (MULTIPLE), RELEASE"
"FOOT, TENDON TRANSFERS, TIBIA ANTERIOR TRANSFER (SB731F)"
"CERVICAL ROOTS, BRACHIAL PLEXUS, BRACHIAL PLEXUS INJURY, EXPLORATION AND NEUROTISATION AND/OR MULTIP"
"MAXILLA, ALVEOLAR CLEFT (UNILATERAL INCOMPLETE), BONE GRAFT (SB839M)"
"VEIN, VARIOUS LESIONS, RETRIEVAL OF INFERIOR VENA CAVAL FILTER"
"CERVIX, VAR LES, COLPOSCOPY, ABLATIONAL AND/OR EX TX (E.G. LASER VAPOURISATION/LOOP ELECTROSURGICAL"
"BLADDER, STANDARD URODYNAMICS STUDY, SIMPLE (WITHOUT VIDEO) (SG729B)"
"VAGINA, INTRA-EPITHELIAL NEOPLASIA COMPLETE/UPPER VAGINECTOMY"
"EXAM AND DIAGNOSIS"
"Soft Tissue (Upper Limb), Tumors (Malignant), Wide Excision Biopsy (SA723S)"
"ANKLE, DISLOCATION, OPEN REDUCTION"
"COLON, TOTAL PROCTOCOLECTOMY & ILEO-ANAL POUCH RECONSTRUCTION"
"Breast, Lumps (Multiple/Bilateral), Excision Biopsy (SA813B)"
"UTERUS, MALIGNANT CONDITION, TOTAL HYSTERECTOMY WITH/WITHOUT SALPINGO-OOPHORECTOMY, WITH LYMPH NODE "
"DUODENUM, ULCER, VAGOTOMY - ALL TYPES (SF805D)"
"HAND, FOREIGN BODY (DEEP), REMOVAL WITH MOBILISATION OF NEUROVASCULAR BUNDLE"
"EAR, POLYP, REMOVAL"
"ELBOW, VARIOUS LESIONS, PRIMARY TOTAL JOINT ARTHROPLASTY, OPEN/MIS/NAVIGATED (SB708E)"
"LAPAROSCOPY, THERAPEUTIC, EXCEPT FOR RETRIEVAL AND PLACEMENT OF GAMETES AND PLACEMENT OF EMBRYOS"
"BRAIN, VARIOUS LESIONS, INSERTION OF OMMAYA RESERVOIR"
"HUMERUS SUPRACONDYLAR AND INTERCONDYLAR FRACTURE (SB842H)"
"FINGER, INJURY, DEBRIDEMENT (SB814F)"
"SKIN AND SUBCUTANEOUS TISSUE, TUMOR/CYST/ULCER/SCAR, EXCISION BIOPSY, LESION SIZE UP TO AND INCLUDIN"
"HAND, POLYDACTYLY, AMPUTATION WITH RECONSTRUCTION (SB815H)"
"SKIN AND MUCOUS MEMBRANE, VARIOUS LESIONS, EXCISION BIOPSY"
"ARTERY, EXTRACRANIAL, VARIOUS LESIONS, STENTING (SK706A)"
"FALLOPIAN TUBE, PERITUBAL ADHESIONS, SALPINGOLYSIS (MICROSURGERY/ROBOTIC)"
"BRONCHUS/TRACHEA, VARIOUS LESIONS, LASER APPLICATION (SC802B)"
"Breast, Drooping, Mastopexy/Reduction  (Bilateral) (SA804B)"
"MASTOID, VARIOUS LESIONS, MASTOIDECTOMY (RADICAL/MODIFIED RADICAL) WITH MYRINGOPLASTY AND OSSICULAR"
"EYELID, INVOLUTIONAL ENTROPION / ECTROPION CORRECTION (UNILATERAL) (SL823E)"
"ARTERY, PLACEMENT ARTERIAL (PA) LINE INSERTION"
"UPPER LIMB/LOWER LIMB, UPPER LIMB FRACTURES, MINIMALLY INVASIVE FIXATION"
"Spine, Various Lesions, Decompression Laminectomy, Multiple Levels (Open or MIS) (SB727S)"
"SKIN AND SUBCUTANEOUS TISSUE, DEFECT (MULTIPLE DIGITS), STAGED LOCAL FL"
"ANUS, FISTULA-IN-ANO, INSERTION OF SETON"
"SKULL, BASE, ENDOSCOPIC OR OPEN RESECTION OF SKULL BASE SOFT TISSUE TUMOURS WITH NO BONE INVOLVEMENT"
"MANDIBLE OR MAXILLA, VAR LES, ALVEOLOPLASTY WITH EPI GRAFT OR BIL SINUS-LIFT PROCEDURE OR RIDGE AUG("
"LIVER, TRAUMA/TUMOR, EXTENDED LOBECTOMY (5 SEGMENTS/MORE)"
"ARTERIOVENOUS FISTULA, ANGIOGRAM"
"CERVIX, TRANSCERVICAL RESECTION (TCR) POLYP (>2CM), HYSTEROSCOPIC"
"THORAX, VARIOUS LESIONS, CHEST WALL RESECTION AND MAJOR RECONSTRUCTION (SC805T)"
"PELVIS, ARTERY / VEIN, LIGATION / OCCLUSION"
"URETHRA, VARIOUS LESIONS, ANTERIOR URETHROPLASTY"
"THORAX, VARIOUS LESIONS, INTRATHORACIC OPERATION ON LUNGS/BRONCHIAL TREE/MEDIASTINUM (SC808T)"
"BILE DUCT, VARIOUS LESIONS, TRANSDUODENAL SPHINCTEROPLASTY/ SPHINCTEROTOMY"
"ANUS, ANO-RECTAL MALFORMATION, ANOPLASTY"
"UPPER LIMB, DEFORMITY, BONY AND SOFT TISSUE RECONSTRUCTION (SB801U)"
"HIP, VARIOUS LESIONS, ARTHRODESIS (SB834H)"
"THYROGLOSSAL CYST, SISTRUNK OPERATION WITH HYOID BONE REMOVAL  (SM702T)"
"VULVA, SEBACEOUS CYST/EPITHELIALCYST ETC, EXICISION"
"HEART, CORONARY DISEASE, CORONARY ARTERY BYPASS GRAFT (3 OR LESS)"
"BOWEL (ESOPHAGUS, STOMACH, DUODENUM, COLON, RECTUM), STRICTURE, IMAGING GUIDED STENT PLACEMENT (OGD)"
"SKIN, SCAR (EXTENSIVE), REVISION (SA868S)"
"ABDOMINAL CAVITY, VARIOUS LESIONS, LAPAROTOMY (EXPLORATORY)"
"TESTIS, VARIOUS LESIONS, BIOPSY OR ASPIRATION (SH805T)"
"NERVE-FACIAL PARALYSIS, LOCAL MUSCLE TRANSFER"
"KNEE, VAR LESIONS, PRI TOTAL JOINT REPLACEMENT (UNILATERAL) WITH AUG, REQUIRING EXTRA IMPLANTS OR BO"
"SKIN AND SUBCUTANEOUS TISSUE, DEFECT (DEEP), STAGED DISTANT FLAP (DIVISION)"
"EAR, TYMPANIC MEMBRANE, BILATERAL MYRINGOTOMY WITHOUT TUBE"
"JOINTS (FINGER), CONTRACTURE, CAPSULECTOMY/CAPSULOTOMY"
"Laparotomy Debulking (Advanced Disease - Primary/Recurrent) (SI701L)"
"HEART, OFF PUMP CORONARY ARTERY BYPASS GRAFT (SD722H)"
"FOOT, VARIOUS LESIONS, FLOATING OSTEOTOMY"
"ANUS, HEMORRHOIDS, HEMORRHOIDECTOMY WITH OR WITHOUT SIGMOIDOSCOPY"
"HAND, FRACTURE OF FINGERS/METACARPALS, NON-UNION, BONE-GRAFTING AND FIXATION (MULTIPLE)"
"CERVIX, TEAR, REPAIR UNDER ANESTHESIA"
"SPERMATIC CORD, VARIOUS LESIONS, EPIDIDYMECTOMY"
"DIAPHRAGM, TUMOR, EXCISION WITH WEDGE RESECTION OF LUNG (SC801D)"
"UTERUS, PREGNANCY, UNCOMPLICATED CAESAREAN SECTION (SP834U)"
"COLON, ANTERIOR RESECTION (MIS) (SF701C)"
"Anus, Hemorrhoids, Hemorrhoidectomy with or without Sigmoidoscopy (SF836A)"
"GALL BLADDER, VARIOUS LESIONS, CHOLECYSTECTOMY (OPEN OR LAP) (SF801G)"
"VEIN, VARICOSITIES (RECURRENT) SURGERY"
"HEART, VALVE (REPAIR / REPLACEMENT) - MORE THAN 1 VALVE (SD732H)"
"KIDNEY, HYDRONEPHROSIS, PERCUTANEOUS NEPHROSTOMY AND DRAINAGE CATHETER INSERTION (PCN AND DRAINAGE)"
"PHARYNX, VARIOUS LESIONS, PHARYNGOTOMY (LATERAL) WITH EXCISION OF TONGUE AND RECONSTRUCTION"
"VAGINA, PROLAPSE, COLPORRHAPHY"
"Adrenals, Various Lesions, Biopsy/Excision (Open or Lap) (SJ800A)"
"MUSCLE (UPPER LIMB), VARIOUS LESIONS, MARGINAL EXCISION"
"Breast, Various Lesions, Wire Localisation, Excision (Single) (SA712B)"
"BREAST, LUMPS (MULTIPLE/BILATERAL), EXCISION BIOPSY"
"TIBIA, FRACTURE(S), OPEN REDUCTION AND INTERNAL FIXATION WITH INTRAMEDULLARY ROD (SB827T)"
"RECTUM, RESECTION - RECTOPEXY FOR RECTAL PROLAPSE (OPEN OR LAPARASCOPIC) (SF701R)"
"MANDIBLE OR MAXILLA, ODONTOGENIC CYST (10MM OR SMALLER), ENUCLEATION (SB809M)"
"Digit(S), Soft Tissue Defect, Simple Skin Flap (SB703D)"
"Nose,Rhino,corr of lat/alar cart. and/or septal strut(incl all gr,extracorp septoplasty),recon of na"
"SPINAL/EPIDURAL, EPIDURAL ADHESIOLYSIS, SINGLE CATHETER, CERVICAL, IMAGING GUIDED"
"Prostate Gland, Laser Vaporisation of Prostate"
"SKIN AND SUBCUTANEOUS TISSUE, DEFECT, FREE GRAFT (SPLIT SKIN GRAFT/PINCH GRAFTS UNDER 1/2%) (SA822S)"
"ABDOMEN, LAPAROTOMY, TRAUMA, DAMAGE CONTROL, HAEMOSTASIS, PACKING (SF705A)"
"SOFT TISSUE (UPPER LIMB), TUMORS (BENIGN), MAJOR EXCISION BIOPSY (SA721S)"
"SKIN AND SUBCUTANEOUS TISSUE, BURNS, ESCHAROTOMY (EXTENSIVE) (SA806S)"
"FEMUR, DELAYED/NON UNION, W/ BONE GRATING (SB809F)"
"SHOULDER, SHOULDER SOFT TISSUE INJURY, MIS/OPEN DECOMPRESSION ALONE (SB709S)"
"BLOOD VESSELS, ILIAC ANGIOPLASTY"
"MOUTH, CLEFT LIP, UNILATERAL PRIMARY REPAIR"
"PHARYNX, TUMOR, PARTIAL PHARYNGECTOMY AND RADICAL NECK DISSECTION WITH FLAP"
"Elbow,Therapeutic Arthroscopy (SB700E)"
"UTERUS/CERVIX, HYSTEROSCOPY, DIAGNOSTIC, D&C (SI725U)"
"Breast, Post Mastectomy, Reconstruction Using Pedicled Transverse Rectus Abdominis Musculocutaneous "
"CERVIX, VARIOUS LESIONS, PUNCH BIOPSY (SI813C)"
"CARPUS, DELAYED/NON UNION, RECONSTRUCTION"
"BLADDER, CYSTOSCOPY, WITH ENDOSCOPIC RESECTION/INCISION OF BLADDER NECK (SG712B)"
"RECTUM, HIRSCHSPRUNG'S DISEASE, RECTAL MYECTOMY"
"PATELLA, RECURRENT DISLOCATION/CHONDROMALACIA, RECONSTRUCTION"
"Foot, Fractures, Complex, Multiple, Including Talus and Calcaneum, Open Reduction and Internal Fixat"
"ELBOW, SUPRACONDYLAR FRACTURE, M&R, PERCUTANEOUS PINNING"
"SKIN AND SUBCUTANEOUS TISSUE, DEFECT, LOCAL FLAP TO MULTIPLE DIGITS (CROSS FINGER/THENAR/FLAG/ROTATI"
"ELBOW, DISLOCATION , LIGAMENT REPAIR (COMPLEX, WITH/WITHOUT IMPLANT) (SB703E)"
"JOINTS, MAJOR INTRA-ARTICULAR FRACTURE WITH DISCONTINUITY OR BONE LOSS, RECONSTRUCTION (FOR LOWER LI"
"MASTOID, VARIOUS LESIONS, OBLITERATION/ REDUCTION OF CAVITY"
"ESOPHAGUS, TUMOR, CERVICAL/LARYNGOPHARYNGECTOMY WITH TRACHEOSTOMY WITH/WITHOUT PLASTIC RECONSTRUCTIO"
"ARTERY - SMALL, INJURY, REPAIR (SINGLE) (SD712A)"
"PROSTATE GLAND, VARIOUS LESIONS, NEEDLE BIOPSY/INJECTION"
"THORAX, MEDIASTINAL LESIONS, CERVICAL EXPLORATION WITH/WITHOUT BIOPSY"
"BONE AND JOINTS (UPPER LIMB), PLATES AND SCREWS, REMOVAL (SB825B)"
"STOMACH, OBESITY, GASTRIC BANDING (LAPAROSCOPIC)"
"LARYNX, VARIOUS DISORDERS, LARYNGEAL FRAMEWORK SURGERY, THYROPLASTY TYPES I-IV INCLUDING OPEN MEDIAL"
"ARTERY, ARTERIO-VENOUS FISTULA, LIGATION (SK800A)"
"VAGINA, ENTEROCOELE, CYSTOCOELE, RECTOCOELE, VAGINAL SACROSPINOUS LIGAMENT / ILIOCOCCYGEUS FIXATION"
"HIP, CONGENITAL DISLOCATION, OPEN REDUCTION INCLUDING RECONSTRUCTION (SB829H)"
"ARTERY, INTRACRANIAL, ANEURYSM/ARTERIO-VENOUS MALFORMATION, EMBOLISATION"
"KNEE, MENISCUS/CARTILAGE, MIS MENISCAL REPAIR (SB715K)"
"HIP, VARIOUS LESIONS, HEMI-ARTHROPLASTY (SB838H)"
"PENIS, HYPOSPADIAS, URETHRAL RECONSTRUCTION & CORRECTION OF CHORDEE (SH807P)"
"UTERUS, HYSTERECTOMY & PELVIC LYMPHADENECTOMY, MIS"
"SPINE, VARIOUS LESIONS, SPINAL CATHETER, INSERTION"
"Heart, Aortic/Mitral Valve Lesions, Balloon Valvuloplasty (SD801H)"
"Abdominal Cavity, Various Lesions, Exploratory Laparotomy (MIS/open) (SF808A)"
"APPENDIX, VARIOUS LESIONS/ABSCESS, APPENDICECTOMY WITH DRAINAGE (OPEN/LAPAROSCOPIC)"
"Abdominal Wall, Ventral/Incisional/Recurrent Hernia, Repair (MIS/open) (SF823A)"
"VAGINA, FISTULA, REPAIR (SIMPLE) (SI805V)"
"KIDNEY, CATHETER BLOCKAGE, IMAGING GUIDED NEPHROSTOMY CATHETER CHANGE / CATHETER ADJUSTMENT"
"SKIN AND SUBCUTANEOUS TISSUE, SINUS (DEEP>3CM), EXCISION WITH/WITHOUT BIOPSY (SA850S)"
"ARTERY-PSEUDOANEURYSM, THROMBIN INJECTION (SD734A)"
"SOFT TISSUE (LOWER LIMB), SMALL TUMORS (BENIGN), EXCISION BIOPSY UNDER GENERAL ANESTHESIA (SA714S)"
"PELVIS, FRACTURE, OPEN REDUCTION AND INTERNAL FIXATION (SB804P)"
"TOOTH, UNERUPTED/PARTIALLY ERUPTED/IMPACTED, SURGICAL EXPOSURE (SF701T)"
"DUODENUM VARIOUS LESIONS, GASTROENTEROSTOMY/GASTRODUODENOSTOMY"
"PANCREAS, VARIOUS LESIONS, ENUCLEATION OF LESIONS (1 TO 2) (SF705P)"
"Spine, Various Lesions, Artificial Disc Replacement of The Cervical/Lumbar Spine - Single Level -  ("
"HIP, OPEN REDUCTION WITH ACETABULAR OR FEMORAL OSTEOTOMIES (SB721H)"
"CERVICAL SPINE, VARIOUS LESIONS, ANTERIOR DECOMPRESSION AND FUSION OR DISC REPLACEMENT (3 OR MORE SE"
"ANUS, ANO-RECTAL PROLAPSE, RADICAL OPERATION WITH RESECTION (SF829A)"
"ANUS, HEMORRHOIDS, HEMORRHOIDECTOMY WITH OR WITHOUT SIGMOIDOSCOPY (SF836A)"
"HEART, LUNG, EXTRA CORPOREAL MEMBRANE OXYGENATION (SD721H)"
"ARTERIOVENOUS FISTULA, ANGIOPLASTY WITH/WITHOUT STENTING"
"Bile Duct, Endoscopic Retrograde Cholangiopancreatography (ERCP) with Sphincerotomy /Removal of Ston"
"ARTERY-CAROTID, ANEURYSM-REPAIR/GRAFTING"
"Uterus, Benign Conditions, Total Abdominal Hysterectomy with/without Salpingo-Oophorectomy and Pelvi"
"Fallopian Tube/Uterus/Ovary, Laparoscopy, Diagnostic, with Hydrotubation (SI706F)"
"EAR, DEFORMITY, CORRECTION (UNILATERAL)"
"BOWELS, SINGLE/DOUBLE BALLOON ENTERSCOPY - THERAPEUTIC (SF701D)"
"UTERUS, MALIGNANT CONDITIONS, TOTAL HYSTERECTOMY WITH/WITHOUT SALPINGO-OOPHORECTOMY"
"SINUSES - ETHMOIDAL, VARIOUS LESIONS, EXTERNAL OPERATION"
"NOSE, RHINOPHYMA, EXCISION (SM710N)"
"KIDNEY, STAGHORN CALCULUS, NEPHROLITHOTOMY OR PERCUTANEOUS NEPHROSTOLITHOTOMY (PCNL) (SG812K)"
"SKIN AND SUBCUTANEOUS TISSUE, LACERATION (SUPERFICIAL) OF MORE THAN 7CM, REPAIR"
"KNEE, ARTHROSCOPY, KNEE LIGAMENT RECONSTRUCTION (1 OR MORE) (SB700K)"
"BRAIN, INTRACRANIAL ABSCESS, CRANIECTOMY AND DRAINAGE"
"JOINTS (LOWER LIMB), SIMPLE IMPLANTS, REMOVAL (EG. K-WIRES, PINS, SCREW ONLY)"
"PENIS, REMOVAL OF """"PENILE"""" IMPLANT"
"MOUTH, SUBMANDIBULAR GLAND, CALCULUS (DEEP), REMOVAL BIOPSY (SF714M)"
"Breast, Tu (Malignant), Wide Excision/ Lumpectomy/Segmental MX/Partial MX, with Sentinel Node Biopsy"
"NOSE, VARIOUS LESIONS (TURBINATES), TURBINECTOMY/TURBINOPLASTY/SUBMUCOUS RESECTION (WITH OR WITHOUT "
"VAGINA, SIMPLE TUMOR/GARTNER'S CYST, REMOVAL WITH BIOPSY (SI816V)"
"BREAST, POST MASTECTOMY, RECONSTRUCTION USING PEDICLED TRANSVERSE RECTUS ABDOMINIS MUSCULOCUTANEOUS"
"Skin and Subcutaneous Tissue, Defect (Single Digit), Free Full Thickness Graft (SA820S)"
"UPPER LIMB, VARIOUS LESIONS, AMPUTATION (SB805U)"
"Skin and Subcutaneous Tissue, Defect, Local Flap to Multiple Digits (Cross Finger/Thenar/Flag/Rotati"
"Bone (Lower Limb), Deformities, Corrective Surgery with Internal Fixation with or W/O Fluoroscopy  ("
"DIGIT(S), SOFT TISSUE DEFECT, COMPLEX SMALL SKIN FLAPS, MULTIPLE FLAPS (SB701D)"
"BRAIN, HYDROCEPHALUS AND OTHER LESIONS, VENTRICULOATRIAL/VENTRICULOPERITONEAL SHUNT, BILATERAL"
"ANUS, TUMOR, ABDOMINO-PERINEAL RESECTION (OPEN OR LAP)"
"HEART, CORONARY DISEASE, CORONARY ANGIOPLASTY (TRANSLUMINAL), WITH/WITHOUT ANGIOCARDIOGRAPHY"
"DUODENUM, ULCER, PARTIAL GASTRECTOMY"
"BRAIN, HYDROCEPHALUS, EXTERNAL VENTRICULAR DRAINAGE, BILATERAL (SK707B)"
"BONE (LOWER LIMB), DEFORMITIES, CORRECTIVE SURGERY WITH INTERNAL FIXATION WITH OR W/O FLUOROSCOPY"
"EYELIDS, VARIOUS LESIONS, BLEPHAROPLASTY (SINGLE EYELID) UNILATERAL (UPPER/LOWER)"
"Blood Vessels, Vascular System, Various Lesions, Insertion of Tenckhoff Catheter (SD712B)"
"ARTERY-CAROTID, CAROTID BODY TUMOR, EXCISION"
"ADENOIDS, VARIOUS LESIONS, REMOVAL"
"ARTERY, ARTERIO-VENOUS FISTULA (LARGE), EXCISION (SD815A)"
"VEIN, VARICOSITY, BILATERAL STRIPPING/EXCISION/MULTIPLE LIGATIONS (SD804V)"
"NERVE (UPPER LIMB), CARPAL TUNNEL SYNDROME, RELEASE, BILATERAL, (WITH ENDONEUROLYSIS) (SK716N)"
"LARYNX, TUMOR, PARTIAL LARYNGECTOMY WITH BLOCK NECK DISSECTION"
"HAND, OPEN FRACTURE, DEBRIDEMENT AND ORIF (SINGLE), JOINT (SB716H)"
"KIDNEY, VARIOUS LESIONS, SIMPLE NEPHRECTOMY, LAPROSCOPIC"
"Knee, Various Lesions, Arthrotomy and Synovectomy (SB805K)"
"NERVE (LOWER LIMB), DISRUPTION, MAJOR REPAIR (SINGLE) (SK714N)"
"UPPER LIMB/LOWER LIMB, OPEN FRACTURES WITH DEBRIDEMENT AND EXTERNAL FIXATION"
"PATELLA, FRACTURE, OPEN REDUCTION AND INTERNAL FIXATION (SB800P)"
"Expected Unknown"
"TESTIS, VARIOUS LESIONS, ORCHIDECTOMY (SIMPLE)"
"OVARY, TUMOR/CYST, OOPHORECTOMY/SALPINGO-OOPHORECTOMY (SIMPLE) (SI805O)"
"SKIN AND SUBCUTANEOUS TISSUE, DEFECT (SINGLE DIGIT), FREE FULL THICKNESS GRAFT (SA820S)"
"SPINE, VARIOUS LESIONS, REVISION SPINAL INSTRUMENTATION, SINGLE LEVEL"
"SKIN AND SUBCUTANEOUS TISSUE, FOREIGN BODY (SUPERFICIAL), REMOVAL (SA832S)"
"PHARYNX, CYSTS/VALLECULAR, REMOVAL"
"HAND, CLOSED FRACTURE, ORIF COMPLEX (MULTIPLE)"
"MANDIBLE, VARIOUS LESIONS, GENIOPLASTY (COMPLEX - NOT AS A COMBINED PROCEDURE) (SB815M)"
"ANUS, STRICTURE, DILATATION"
"BRAIN, INTRACRANIAL EXTRACEREBRAL TUMOR, CRANIOTOMY & REMOVAL, SIMPLE (SK814B)"
"Brain, Aneurysm/Arterio-Venous Malformation, Clipping/Excision, Complex (SK701B)"
"ARTERY (MAJOR), TRAUMA, REPAIR"
"UPPER LIMB/LOWER LIMB, FRACTURE, EXTERNAL FIXATION, MULTIPLE PLANES (SB700U)"
"Brain, Intracranial Extracerebral Tumor, Craniotomy & Removal, Simple (SK814B)"
"Liver, Various Lesions, Lobectomy (3 - 4 Segments), Open or Lap (SF812L)"
"ARTERY (MAJOR), TRAUMA, REPAIR (SD810A)"
"Skull, Defect, Cranioplasty (Large) (SK804S)"
"HAND, DEFORMITIES, OSTEOTOMY (SB808H)"
"UTERUS/CERVIX, HYSTEROSCOPY, DIAGNOSTIC   (WITHOUT ANAESTHESIA) (SI701U)"
"HAND, COMPLEX INJURIES, DEBRIDEMENT WITH REPAIR/RECONSTRUCTION (1-2 TENDONS INVOLVED OR 1-2 FRACTURE"
"THYROID, VARIOUS LESIONS, TOTAL/SUBTOTAL THYROIDECTOMY WITH BLOCK DISSECTION (UNILATERAL)"
"ABDOMINAL CAVITY, VARIOUS LESIONS, EXPLORATORY LAPAROTOMY (OPEN OR LAPAROSCOPIC)"
"KIDNEY, CALCULUS, PERCUTANEOUS NEPHROLITHOTOMY OR PERCUTANEOUS NEPHROSTOLITHOTOMY (PCNL) (SG709K)"
"PHOTODYNAMIC THERAPY"
"Aorta, Total Arch Replacement (SD741A)"
"Kidney Transplant, Recipient (SG708K)"
"Thorax, Tumour (Mediastinal), Resection (SC804T)"
"RECTUM, VARIOUS LESIONS, TRANSANAL REMOVAL WITH BIOPSY (SF809R)"
"JOINTS (OTHER THAN FINGER), VARIOUS LESIONS, TOTAL JOINT REPLACEMENT (SB817J)"
"STOMACH, OBESITY, GASTRIC BANDING (MIS) (SF702S)"
"RADICAL CHOLEDOCHECTOMY WITH LIVER RESECTIONS (4 OR MORE SEGMENTS) OR WITH MULTIPLE HEPATICOENTERIC"
"HIP, AVASCULAR NECROSIS, CORE DECOMPRESSION (SB826H)"
"VEIN,(SPIDER VEINS), INJECTION 3 OR MORE HAND-SIZE AREA"
"DIGIT(S), SOFT TISSUE DEFECT, LARGE COMPLEX PEDICLED FLAPS (SB702D)"
"KIDNEY, VARIOUS LESIONS, CHECK NEPHROSTOGRAM (SG716K)"
"SKULL, BASE, ENDOSCOPIC RESECTION OF SKULL BASE TUMOURS"
"Shoulder, Shoulder soft tissue injury, MIS/open Bankart or Superior Labrum from anterior to posterio"
"MANDIBLE, VARIOUS LESIONS, MANDIBULAR RAMUS/BODY OSTECTOMY/ OSTEOTOMY WITHOUT SEGMENTAL OSTEOTOMY"
"Breast, Ductal Lesions, Microdochectomy (Unilateral) (SA702B)"
"LYMPH NODE (CERVICAL), VARIOUS LESIONS, BLOCK DISSECTION BILATERAL AT LEAST WITH ONE SIDE 4 TO 5 LEV"
"ANKLE, VARIOUS LESIONS, PRIMARY TOTAL JOINT REPLACEMENT, OPEN/MIS/NAVIGATED"
"VULVA, ATRESIA/ABSENCE, DETACHMENT OF SKIN PEDICLE AFTER VAGINOPLASTY"
"Rectum, Resection - Rectopexy For Rectal Prolapse (Open or Laparascopic) (SF701R)"
"HIP/KNEE, THERAPEUTIC ARTHROSCOPY, WITH/WITHOUT SYNOVECTOMY/ LABRAL REPAIR /FAI RESECTION FOR HIP (S"
"KIDNEY/URETER, ENDOPYELOTOMY (PERCUTANEOUS)  (SG723K)"
"HEART, AUTOMATIC IMPLANTABLE CARDIOVERTER DEFRIBRILLATOR DUAL CHAMBER (INCLUSIVE OF DEFIBRILLATION T"
"BREAST (NIPPLE), VARIOUS LESIONS, GRAFT +/OR FLAP RECONSTRUCTION (BILATERAL) (SA800B)"
"SPINE, PROLAPSED DISC, LAMINECTOMY/FENESTRATION WITH DISCECTOMY (OPEN OR MIS) (SB812S)"
"Skin and Subcutaneous Tissue, Defect, Free Grafts (Split Skin Graft 1/2 to less than 2%) (SA823S)"
"SUBCUTANEOUS TISSUE (THIGH), OBESITY, LIPOSUCTION (SA893S)"
"ORBITAL, ENUCLEATION WITH INTEGRATED ORBITAL IMPLANT"
"KIDNEY, VARIOUS LESIONS, SIMPLE NEPHRECTOMY, LAPROSCOPIC (SG722K)"
"UTERUS, MALIGNANT CONDITIONS, TOTAL HYSTERECTOMY WITH/WITHOUT SALPINGO-OOPHORECTOMY (SI828U)"
"EAR, MIDDLE, OSSICULOPLASTY  (SM705E)"
"BILE DUCTS, CATHETER BLOCKAGE, IMAGING GUIDED CATHETER CHANGE / CATHETER ADJUSTMENT / CHECK CHOLANGI"
"BRONCHUS/LUNG, BRONCHOSCOPY, WITH DILATATION OF TRACHEAL AND BRONCHIAL STRICTURE"
"ARRHYTHMIA SURGERY MAZE (INCLUDES THE MINI-MAZE PROCEDURE WITH RADIOFREQUENCY CLAM)"
"FACE, CONTOUR DEFECT, RECONSTRUCTION / INSERTION OF IMPLANT (S) (SB800F)"
"TESTIS, TUMOR, RETROPERITONEAL LYMPH NODE DISSECTION FOLLOWING ORCHIDECTOMY"
"ORGAN PROCUREMENT COSTS: CORNEA (SL800Z)"
"UTERUS, PREGNANCY, UNCOMPLICATED CAESAREAN SECTION (SI834U)"
"SPINE, VARIOUS LESIONS, ARTIFICIAL DISC REPLACEMENT OF THE CERVICAL/LUMBAR SPINE, MULTIPLE LEVELS"
"BRAIN, VARIOUS LESIONS, INSERTION OF OMMAYA RESERVOIR (SK818B)"
"JOINTS (TEMPORO-MANDIBULAR), VARIOUS LESIONS, CONDYLECTOMY/CORONOIDECTOMY/MENISECTOMY"
"COLON, SIGMOID, SIGMOIDOSCOPY (FLEXIBLE), FIBREOPTIC WITH/WITHOUT BIOPSY"
"URETER, CYSTOSCOPY AND INSERTION OF DOUBLE J STENT (SG700U)"
"STOMACH, OBESITY, BILIOPANCREATIC DIVERSION WITH/WITHOUT DUODENAL SWITCH (SF713S)"
"ARTERY (FEMORAL/ILIAC), THROMBOSIS, ENDARTERECTOMY (SD807A)"
"JOINTS (UPPER LIMB, SHOULDER), SEPTIC ARTHRITIS/EFFUSION, SIMPLE DRAINAGE"
"CERVIX, POLYP, EXCISION/EROSION (COMPLICATED) INCLUDES D&C WITH BIOPSY (SI805C)"
"BRAIN, HYDROCEPHALUS, EXTERNAL VENTRICULAR DRAINAGE, UNILATERAL"
"JOINTS (TEMPORO-MANDIBULAR), DISLOCATION, REDUCTION WITHOUT GENERAL ANAESTHESIA"
